date,station_id,station_name,kecamatan,longitude,latitude,elevation_m,rainfall_mm
2020-01-09,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.0
2020-01-10,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,6.5
2020-01-10,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,7.6
2020-01-10,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,4.6
2020-01-10,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,7.8
2020-01-10,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,6.1
2020-01-10,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,6.1
2020-01-10,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,5.5
2020-01-10,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,5.9
2020-01-10,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,6.8
2020-01-10,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,6.3
2020-01-10,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,6.5
2020-01-10,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,7.0
2020-01-10,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,5.4
2020-01-10,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,6.9
2020-01-10,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,6.5
2020-01-10,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,7.0
2020-01-10,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,6.0
2020-01-10,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,7.0
2020-01-10,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,7.0
2020-01-10,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,6.0
2020-01-10,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,8.3
2020-01-10,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,6.2
2020-01-10,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,5.6
2020-01-10,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,7.2
2020-01-10,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,6.6
2020-01-10,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,7.1
2020-01-10,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,5.8
2020-01-10,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,6.8
2020-01-10,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,5.4
2020-01-10,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,6.9
2020-01-11,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,19.4
2020-01-11,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,15.4
2020-01-11,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,19.3
2020-01-11,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,14.3
2020-01-11,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,13.6
2020-01-11,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,18.0
2020-01-11,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,18.1
2020-01-11,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,18.7
2020-01-11,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,18.1
2020-01-11,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,19.1
2020-01-11,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,18.7
2020-01-11,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,19.2
2020-01-11,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,18.0
2020-01-11,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,20.7
2020-01-11,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,19.8
2020-01-11,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,16.2
2020-01-11,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,17.5
2020-01-11,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,17.3
2020-01-11,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,19.2
2020-01-11,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,17.2
2020-01-11,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,12.9
2020-01-11,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,14.8
2020-01-11,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,16.4
2020-01-11,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,16.3
2020-01-11,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,16.8
2020-01-11,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,17.1
2020-01-11,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,19.5
2020-01-11,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,17.7
2020-01-11,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,17.8
2020-01-11,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,14.4
2020-01-12,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,0.4
2020-01-12,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,0.0
2020-01-12,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,0.0
2020-01-12,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,0.0
2020-01-12,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,0.0
2020-01-12,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,0.0
2020-01-12,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,0.3
2020-01-12,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,0.0
2020-01-12,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.0
2020-01-12,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,0.0
2020-01-12,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,0.0
2020-01-12,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,0.0
2020-01-12,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,0.0
2020-01-12,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,0.0
2020-01-12,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,0.0
2020-01-12,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,0.1
2020-01-12,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,0.0
2020-01-12,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,0.0
2020-01-12,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,0.0
2020-01-12,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,0.0
2020-01-12,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,0.1
2020-01-12,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,0.0
2020-01-12,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,0.0
2020-01-12,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,0.0
2020-01-12,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,0.0
2020-01-12,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,0.0
2020-01-12,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,0.0
2020-01-12,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,0.0
2020-01-12,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,0.0
2020-01-12,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.0
2020-01-13,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,0.8
2020-01-13,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,0.7
2020-01-13,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,0.6
2020-01-13,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,0.8
2020-01-13,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,0.6
2020-01-13,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,0.5
2020-01-13,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,0.6
2020-01-13,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,0.7
2020-01-13,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.7
2020-01-13,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,0.5
2020-01-13,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,0.6
2020-01-13,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,0.7
2020-01-13,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,0.6
2020-01-13,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,0.9
2020-01-13,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,0.8
2020-01-13,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,0.7
2020-01-13,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,0.8
2020-01-13,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,0.6
2020-01-13,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,0.7
2020-01-13,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,0.6
2020-01-13,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,0.6
2020-01-13,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,0.6
2020-01-13,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,0.5
2020-01-13,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,0.6
2020-01-13,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,0.6
2020-01-13,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,0.5
2020-01-13,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,0.6
2020-01-13,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,0.6
2020-01-13,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,0.7
2020-01-13,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.8
2020-01-14,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,8.8
2020-01-14,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,6.9
2020-01-14,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,6.3
2020-01-14,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,7.9
2020-01-14,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,6.7
2020-01-14,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,5.9
2020-01-14,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,8.8
2020-01-14,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,6.5
2020-01-14,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,6.2
2020-01-14,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,4.8
2020-01-14,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,7.7
2020-01-14,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,6.9
2020-01-14,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,7.4
2020-01-14,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,9.7
2020-01-14,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,6.8
2020-01-14,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,7.6
2020-01-14,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,8.0
2020-01-14,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,5.0
2020-01-14,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,6.7
2020-01-14,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,6.0
2020-01-14,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,7.2
2020-01-14,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,6.7
2020-01-14,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,5.8
2020-01-14,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,6.1
2020-01-14,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,5.9
2020-01-14,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,6.4
2020-01-14,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,6.8
2020-01-14,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,7.6
2020-01-14,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,8.4
2020-01-14,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,7.7
2020-01-15,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,0.0
2020-01-15,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,0.3
2020-01-15,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,0.0
2020-01-15,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,0.0
2020-01-15,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,0.0
2020-01-15,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,0.2
2020-01-15,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,0.0
2020-01-15,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,0.0
2020-01-15,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.0
2020-01-15,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,0.0
2020-01-15,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,0.0
2020-01-15,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,0.0
2020-01-15,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,0.0
2020-01-15,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,0.1
2020-01-15,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,0.0
2020-01-15,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,0.0
2020-01-15,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,0.0
2020-01-15,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,0.0
2020-01-15,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,0.0
2020-01-15,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,0.0
2020-01-15,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,0.3
2020-01-15,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,0.0
2020-01-15,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,0.0
2020-01-15,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,0.2
2020-01-15,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,0.0
2020-01-15,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,0.0
2020-01-15,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,0.0
2020-01-15,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,0.0
2020-01-15,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,0.0
2020-01-15,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,0.0
2020-01-16,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,3.8
2020-01-16,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,3.8
2020-01-16,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,2.6
2020-01-16,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,3.7
2020-01-16,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,3.1
2020-01-16,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,3.5
2020-01-16,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,2.9
2020-01-16,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,2.5
2020-01-16,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,2.6
2020-01-16,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,3.1
2020-01-16,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,3.4
2020-01-16,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,3.3
2020-01-16,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,3.8
2020-01-16,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,3.3
2020-01-16,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,3.6
2020-01-16,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,3.0
2020-01-16,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,3.0
2020-01-16,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,3.4
2020-01-16,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,3.2
2020-01-16,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,3.0
2020-01-16,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,3.9
2020-01-16,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,3.0
2020-01-16,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,3.5
2020-01-16,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,2.7
2020-01-16,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,3.3
2020-01-16,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,3.7
2020-01-16,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,2.2
2020-01-16,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,3.0
2020-01-16,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,3.8
2020-01-16,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,3.3
2020-01-17,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,2.7
2020-01-17,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,2.2
2020-01-17,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,2.3
2020-01-17,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,2.4
2020-01-17,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,2.6
2020-01-17,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,2.3
2020-01-17,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,2.3
2020-01-17,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,2.1
2020-01-17,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,2.0
2020-01-17,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,2.0
2020-01-17,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,2.4
2020-01-17,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,2.4
2020-01-17,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,2.5
2020-01-17,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,3.5
2020-01-17,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,2.8
2020-01-17,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,2.3
2020-01-17,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,2.5
2020-01-17,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,2.2
2020-01-17,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,1.8
2020-01-17,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,1.9
2020-01-17,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,1.9
2020-01-17,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,2.1
2020-01-17,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,2.2
2020-01-17,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,2.6
2020-01-17,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,2.2
2020-01-17,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,2.1
2020-01-17,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,2.4
2020-01-17,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,1.6
2020-01-17,ST_29,Pos Hujan Sempor Lereng Barat,Sempor,109.51496,-7.56868,103.0,2.5
2020-01-17,ST_30,Pos Hujan Alian Perbukitan,Alian,109.68851,-7.63141,69.0,2.5
2020-01-18,ST_01,Pos Hujan Ayah Pesisir,Ayah,109.43969,-7.69769,350.0,0.4
2020-01-18,ST_02,Pos Hujan Buayan,Buayan,109.47271,-7.64872,159.0,0.0
2020-01-18,ST_03,Pos Hujan Rowokele,Rowokele,109.42121,-7.65175,17.0,0.0
2020-01-18,ST_04,Pos Hujan Sempor Waduk,Sempor,109.48118,-7.55757,78.0,0.3
2020-01-18,ST_05,Pos Hujan Sempor Hulu,Sempor,109.50092,-7.58426,25.0,0.0
2020-01-18,ST_06,Pos Hujan Gombong Kota,Gombong,109.52569,-7.63553,14.0,0.0
2020-01-18,ST_07,Pos Hujan Kuwarasan,Kuwarasan,109.50431,-7.67911,8.0,0.0
2020-01-18,ST_08,Pos Hujan Puring,Puring,109.51652,-7.70433,11.0,0.0
2020-01-18,ST_09,Pos Hujan Petanahan,Petanahan,109.57289,-7.73008,8.0,0.0
2020-01-18,ST_10,Pos Hujan Klirong,Klirong,109.63629,-7.78374,6.0,0.0
2020-01-18,ST_11,Pos Hujan Karanganyar,Karanganyar,109.58032,-7.63386,18.0,0.0
2020-01-18,ST_12,Pos Hujan Karanggayam Lereng,Karanggayam,109.59207,-7.60258,250.0,0.0
2020-01-18,ST_13,Pos Hujan Karanggayam Puncak,Karanggayam,109.63868,-7.5556,63.0,0.3
2020-01-18,ST_14,Pos Hujan Sadang Kulon,Sadang,109.70679,-7.49279,385.0,0.0
2020-01-18,ST_15,Pos Hujan Sadang Wetan,Sadang,109.7296,-7.52571,149.0,0.0
2020-01-18,ST_16,Pos Hujan Pejagoan,Pejagoan,109.66435,-7.58315,130.0,0.0
2020-01-18,ST_17,Stasiun Klimatologi Kebumen Kota,Kebumen,109.67162,-7.70396,15.0,0.0
2020-01-18,ST_18,Pos Hujan Alian,Alian,109.68469,-7.62856,34.0,0.4
2020-01-18,ST_19,Pos Hujan Padureso Waduk,Padureso,109.76825,-7.61473,144.0,0.2
2020-01-18,ST_20,Pos Hujan Wadaslintang Bendungan,Wadaslintang,109.81835,-7.72027,8.0,0.0
2020-01-18,ST_21,Pos Hujan Poncowarno,Poncowarno,109.76215,-7.641,139.0,0.2
2020-01-18,ST_22,Pos Hujan Kutowinangun,Kutowinangun,109.76918,-7.72765,10.0,0.0
2020-01-18,ST_23,Pos Hujan Prembun,Prembun,109.79275,-7.72654,11.0,0.0
2020-01-18,ST_24,Pos Hujan Bonorowo,Bonorowo,109.83178,-7.75192,10.0,0.0
2020-01-18,ST_25,Pos Hujan Mirit,Mirit,109.77948,-7.79442,20.0,0.0
2020-01-18,ST_26,Pos Hujan Ambal,Ambal,109.75273,-7.75236,11.0,0.0
2020-01-18,ST_27,Pos Hujan Buluspesantren,Buluspesantren,109.7032,-7.74437,9.0,0.0
2020-01-18,ST_28,Pos Hujan Adimulyo,Adimulyo,109.57791,-7.67035,18.0,0.0
